id_caso,nombre,nombre_publico,id_ciudad,id_departamento,longitud,latitud,hecho,dinero_juego,dinero_apropiado,id_caso_emblematico,id_icono,id_usuario_creacion,fecha_registro,fecha_informacion_actualizada,publico,activo,subtitulo_publico,no_disponible_dinero_juego,no_disponible_dinero_apropiado,no_disponible_dinero_recuperado,id_rango_dinero,nombrePublico,subtituloPublico,id_actor,nombre_actor,tipo_participacion,tipo_actor_individual,tipo_actor_colectivo,institucion,cargo,rama_poder_publico,autoridad_politica,partido,ciudad,ciudad_codigo_dane,departamento,departamento_codigo_dane,sector,mes_hecho,ano_hecho,ano_final_hecho,dinamica_corrupcion,naturaleza_corrupcion,tipo_corrupcion,medida_anticorrupcion,delito,caso_emblematico,situacion_judicial,detalle_sancion,tipo_investigacion,tipo_etapa_procesal,nombre_actor_autoridad,fecha_historial
236,"2010, Valle del Cauca, corrupción política, destitución gobernador Juan Carlos Abadía por participación indebida en Política (2008-2011)",Mal acompañado,,611,-76.5149284265625,3.444547700351543,"En febrero de 2010 Juan Carlos Abadía, gobernador del Valle del Cauca entre 2007 y 2011, se reunió en el municipio de Palmira con 21 mandatarios locales para tratar asuntos relacionados con el Fondo de Ahorro y Estabilización (Fonpet), bonos pensionales y algunos embargos contra los municipios. A esta reunión también asistió Andrés Felipe Arias entonces precandidato presidencial. Por esta reunión, la Procuraduría dio inicio a una investigación y determinó que el mandatario sí participó en política y decidió imponerle sanción de inhabilidad y destitución para desempeñar cargos públicos por diez años.",,,3,,1,2018-08-23T14:16:55Z,2010-05-05T05:00:00Z,1,1,Destituyen al gobernador del Valle Juan Carlos Abadía (2008-2011) por participación indebida en política.,1,1,0,7,Mal acompañado,Destituyen al gobernador del Valle Juan Carlos Abadía (2008-2011) por participación indebida en política.,922,Juan Carlos  Abadía,Actor involucrado,Autoridad electa por votación popular,,Gobernación del Valle del Cauca,Gobernador  (2008-2011),Rama Ejecutiva,1,Otro,,,VALLE,76000,Electoral,,2010,2010,Extralimitación de funciones,Otros procesos administrativos,Corrupción Política,,Abusos de autoridad y otras infracciones,Territorios de concentración/consolidación,Sancionado disciplinariamente,Destituido e Inhabilitado por 10 años,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2010
237,"2010, Valle del Cauca, corrupción administrativa, Sancionado gobernador del Valle Juan Carlos Abadía (2008-2011) por irregularidad en contratos de control de obesidad",Se armó la gorda,,611,-76.0644889734375,3.970785841102858,"En 2010, Juan Carlos Abadía gobernador del Valle del Cauca ( 2008 y 2011), suscribió un contrato con la firma Eduardo Bolaños IPS para realizar cirugías de control de la obesidad en población no asegurada. Una investigación realizada por la Procuraduría General de la Nación en 2013 determinó que la contratación se realizó de manera directa omitiendo los estatutos de contratación pública del departamento que el propio gobernador había puesto en marcha. Por este hecho, en 2015 el gobernador fue destituido e inhabilitado por 10 años junto con Raimundo Tello Benítez, entonces secretario Jurídico del Valle del Cauca.",,,3,,1,2017-07-19T10:11:00Z,2015-02-26T05:00:00Z,1,1,"Juan Carlos Abadía, ex gobernador del Valle, sancionado por irregularidad en contratos de salud",1,0,0,7,Se armó la gorda,"Juan Carlos Abadía, ex gobernador del Valle, sancionado por irregularidad en contratos de salud",922. 1035,Juan Carlos  Abadía. Raimundo  Tello,Actor involucrado,Autoridad electa por votación popular. Miembro del tercer sector,,Gobernación del Valle del Cauca. Unión Temporal Comercializadora Logística Integral S.A.,Gobernador  (2008-2011). Funcionario,Rama Ejecutiva.,1. 0,Otro.,,,VALLE,76000,Salud,,2010,2010,"Bajos estándares éticos,Extralimitación de funciones",Contratación pública,Corrupción Administrativa,,Otros,Territorios de concentración/consolidación,Sancionado disciplinariamente,destituido e inhabilitado por 10 años. destituido e inhabilitado por 11 años,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2015
24,"2011, El Carmen de Bolívar, Bolívar, corrupción administrativa , destitución alcalde",No era tan urgente,772,591,-75.11573299999998,9.721064,"En 2009, el alcalde de El Carmen de Bolívar (2008-2011), Galo Torres Serra declaró una urgencia no existente para adquirir maquinaria pesada en el municipio. Adicionalmente, el mandatario habría tomado otras decisiones administrativas, entre ellas seis decretos mediante los cuales ordenó incorporar recursos, modificar y adicionar presupuesto del 2009. La investigación de la Procuraduría concluyó que éste habría incurrido en faltas disciplinarias. En 2011, el mandatario fue destituido e inhabilitado por 10 años.",,,3,2,1,2017-07-19T09:44:51Z,2016-12-31T05:00:00Z,1,1,Alcalde de El Carmen de Bolívar destituido por declarar una urgencia inexistente en su municipio,1,1,0,7,No era tan urgente,Alcalde de El Carmen de Bolívar destituido por declarar una urgencia inexistente en su municipio,76. 208,Galo Torres Serra,Actor involucrado. Actor de Conocimiento,Autoridad electa por votación popular.,Entidades del Estado,Alcaldía de El Carmen de Bolívar.,Alcalde  (2008-2011),Rama Ejecutiva. Organismos de control,1. 0,Partido Cambio Radical.,EL CARMEN DE BOLIVAR,13244,BOLIVAR,13000,Función Pública,,2009,2011,"Bajos estándares éticos,Extralimitación de funciones",Contratación pública,Corrupción Administrativa,,Otros,Territorios de concentración/consolidación,Sancionado disciplinariamente,Inhabilitado por 10 años,Disciplinaria,Fallo: Sanción,Procuraduría Regional de Bolívar,2011
241,"2011, Valle del Cauca, corrupción administrativa, proceso de responsabilidad fiscal contra gobernador del Valle (2008-2011)",El camino es culebrero,,611,-76.5369010828125,3.460997278580853,"En 2011, el gobernador del Valle del Cauca (2008-2011) , otorgó tres contratos de concesión de manera irregular a la Sociedad Vías del Valle, Renovación Urbana del Valle S.A.S y el consorcio Mi Valle con vigencias futuras por 11 años que comprometieron 650 mil millones de pesos. Las irregularidades se relacionan con la inviabilidad de las obras por atrasos en los estudios y diseños; además de no haber sido aprobadas previamente por la administración municipal de Cali. Frente a este panorama, la Contraloría General de la República abrió en 2011 un proceso de responsabilidad fiscal en contra del mandatario por un posible detrimento patrimonial y para determinar si parte de esos dineros, fueron utilizados en campañas publicitarias del ex mandatario. En este hecho también se vieron involucrados 20 diputados que aprobaron dichas concesiones.",650000000000,,3,,1,2017-07-19T09:26:00Z,2011-03-23T05:00:00Z,1,1,Proceso de responsabilidad fiscal contra el ex gobernador (2008-2011) por contratación indebida en construcción de carreteras,0,1,0,6,El camino es culebrero,Proceso de responsabilidad fiscal contra el ex gobernador (2008-2011) por contratación indebida en construcción de carreteras,922,Juan Carlos  Abadía,Actor involucrado,Autoridad electa por votación popular,,Gobernación del Valle del Cauca,Gobernador  (2008-2011),Rama Ejecutiva,1,Otro,,,VALLE,76000,Infraestructura y Planeación,,2011,2011,"Bajos estándares éticos,Extralimitación de funciones",Presupuesto y gasto público,Corrupción Administrativa,,Detrimento patrimonial,Territorios de concentración/consolidación,Investigado,,Fiscal,Investigación,Contraloría General de la República,2011
243,"2009, Valle del Cauca, corrupción administrativa, contratos irregulares entre la Gobernación del Valle y la Empresa Regional de Telecomunicaciones",Teléfono Roto,,611,-76.82666548710938,3.932425108996381,"En 2009, la gobernación del Valle del Cauca suscribió una serie de contratos con la Empresa Regional de Telecomunicaciones por un monto superior a los 11.000 millones de pesos con el fin de adquirir equipos de telecomunicaciones, diseñar la estrategia de comunicaciones de la gobernación y construir diversas herramientas digitales de gobierno en línea. Muchos de los contratos firmados no cumplían con los requisitos legales, por lo cual en 2012 la Fiscalía decidió abrir una investigación. La Fiscalía detectó que faltaban soportes e informes de interventoría en algunos convenios, que los equipos adquiridos no eran de marcas de calidad y que no existían informes de constancia de labores que sustentaran el pago de los contratos. En la firma de los convenios se encontraba involucrado Juan Carlos Abadía, gobernador del Valle (2008-2011), su secretario general, Julio César Martínez, el director jurídico de la gobernación Raimundo Tello y el gerente de la Empresa Regional de Telecomunicaciones, Jaime Alvarez.",11000000000,,3,,1,2018-08-22T11:04:40Z,2012-04-29T05:00:00Z,1,1,Fiscalía detecta contratos irregulares entre la Gobernación del Valle y la Empresa Regional de Telecomunicaciones,0,1,0,6,Teléfono Roto,Fiscalía detecta contratos irregulares entre la Gobernación del Valle y la Empresa Regional de Telecomunicaciones,1401. 922. 1400. 1035,Jaime  Álvarez. Juan Carlos  Abadía. Julio César Martínez. Raimundo  Tello,Actor involucrado,Miembro del tercer sector. Autoridad electa por votación popular. Servidores públicos,,Empresa Regional de Telecomunicaciones del Valle del Cauca. Gobernación del Valle del Cauca. Gobernación de Valle del Cauca. Unión Temporal Comercializadora Logística Integral S.A.,Gerente. Gobernador  (2008-2011). Secretario General Departamental del Valle del Cauca  (2008-2011). Funcionario,Rama Ejecutiva,0. 1,Otro.,,,VALLE,76000,Ciencia y tecnología,,2009,2009,Ausencia o debilidad de procesos y procedimientos para la gestión administrativa y misional,Contratación pública,Corrupción Administrativa,,Celebración indebida de contratos,Territorios de concentración/consolidación,Investigado,,Penal,Investigación,Fiscalía General de la Nación,2012
245,"2010, Valle del Cauca, corrupción administrativa, sancionado gerente de Acuavalle",El tubo no tuvo la culpa,,611,-76.7731071375,3.428097837854446,"En 2010, la Sociedad de Acueductos y Alcantarillados del Valle (Acuavalle) firmó un contrato con el consorcio Acuavalle 2010 por valor de 165 mil millones de pesos  para invertirlos en obras de acueducto y alcantarillado. No obstante, desde inicios de 2011 se presentaron inconsistencias financieras en el cumplimiento de las obras, por lo que la Procuraduría General de la Nación decidió iniciar investigaciones. Para evitar la manipulación de pruebas, el gerente de Acuavalle al momento de los hechos fue suspendido de su cargo  por tres meses. Otros actores implicados en estos hechos fueron la directora jurídica y  el subgerente administrativo y financiero de la empresa.",165000000000,,3,,1,2017-07-19T10:07:03Z,2011-06-30T05:00:00Z,1,1,Sancionado gerente de Acuavalle por investigaciones disciplinarias,0,1,0,6,El tubo no tuvo la culpa,Sancionado gerente de Acuavalle por investigaciones disciplinarias,1228. 27,Iván Alberto  Valderrama,Actor involucrado. Actor de Conocimiento,Servidores públicos.,Entidades del Estado,Empresa de acueducto y alcantarillado del Valle del Cauca - Acuavalle.,Gerente,Organismos de control,0,,,,VALLE,76000,Servicios Públicos y saneamiento básico,,2010,2010,Baja cultura del control institucional,Manejo Fiscal,Corrupción Administrativa,,,Territorios de concentración/consolidación,Sancionado disciplinariamente,Supensión del cargo de 3 meses,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2011
248,"2013, Sucre, captura del Estado, Corrupción con los juegos de Azar","Rifa, juego y espectáculo",,609,-74.95399589062504,8.857400807841598,"En septiembre de 2013, Edwin Romero, gerente de la Empresa Comercial de Juegos de Suerte y Azar (Emcoazar), adjudicó el contrato del chance a la empresa Aposucre, representada legalmente por Joaquín Enrique García Hernández. No obstante, tras una serie de denuncias formuladas por la Secretaría de la Transparencia de la Presidencia de la República, la Gobernación de Sucre decidió suspender el proceso de adjudicación. Además, la Procuraduría General de la Nación resaltó que la adjudicación de dicha licitación se dio sin que existieran múltiples oferentes y comprobó que los accionistas de Aposucre eran familiares de la empresaria Enilse López, alias ‘La Gata’, condenada a 40 años de prisión por homicidio. En 2014, al representante legal de Aposucre le fueron imputados los delitos de interés indebido en celebración de contratos y prevaricato por acción. El implicado no aceptó los cargos. El gobernador de Sucre, Julio César Tulena, también fue suspendido ocho meses por la Procuraduría al no garantizar transparencia en el proceso de esta licitación. Según el ente de control, omitió su deber de garantizar transparencia en el proceso a pesar de las denuncias emitidas por la Secretaría de la Transparencia, y no frenó de manera oportuna y temprana esta adjudicación.",,,3,,1,2018-08-22T11:04:56Z,2014-01-24T05:00:00Z,1,1,Por permitir corrupción en contrato de juegos de azar suspenden al gobernador Julio César Guerra Tulena,1,1,0,7,"Rifa, juego y espectáculo",Por permitir corrupción en contrato de juegos de azar suspenden al gobernador Julio César Guerra Tulena,1287. 1283,Joaquin Enrique  Garcia. Julio César  Guerra Tulena,Actor involucrado,Miembro del tercer sector. Autoridad electa por votación popular,,Asociación de Apuestas Permanentes de Sucre - Aposucre S.A. Gobernación de Sucre,Representante legal. Gobernador (2012-2015),Rama Ejecutiva,0. 1,Partido Liberal Colombiano,,,SUCRE,70000,Industria y Comercio,,2013,2013,"Amiguismo y clientelismo,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,Medidas estatales anticorrupción,"Celebración indebida de contratos ,Prevaricato",Territorios de concentración/consolidación,Imputado. Sancionado disciplinariamente,Suspendido 8 meses,Penal. Disciplinaria,Formulación de pliego de cargos. Fallo: Sanción,Fiscalía General de la Nación. Procuraduría General de la Nación,2014
249,"2012, Sucre, Corrupción Administrativa, irregularidades en la contratación de la Gobernación",Gobernación de Sucre,,609,-75.00892753125004,8.86825595950876,"En 2012, cinco meses después de haberse posesionado como gobernador del departamento, el líder político Julio César Guerra Tulena contrató de manera directa 3300 millones de pesos en nombramiento de abogados, pagos de combustible y fotocopias. La contratación más cuestionada fue la dotación de material bibliográfico para estudiantes en 36 instituciones del departamento con la editorial Los Tres Editores SAS, violando todos los principios de la contratación estatal. En 2013, la Contraloría General de la República decidió abrir un proceso de responsabilidad fiscal contra el gobernador por este contrato de 1500 millones de pesos, ya que presentaba sobrecostos que causaron un detrimento patrimonial de más de 800 millones de pesos. La Contraloría decidió suspender al mandatario. No obstante, el gobernador decidió pagar el valor del detrimento patrimonial provocado por sus irregularidades.",3300000000,,3,,1,2017-07-19T11:33:40Z,2014-10-01T05:00:00Z,1,1,Gobernación de Sucre,0,1,0,4,Gobernación de Sucre,Gobernación de Sucre,1283,Julio César  Guerra Tulena,Actor involucrado,Autoridad electa por votación popular,,Gobernación de Sucre,Gobernador (2012-2015),Rama Ejecutiva,1,Partido Liberal Colombiano,,,SUCRE,70000,Educación,,2012,2012,"Baja cultura del control institucional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,,Detrimento patrimonial,Territorios de concentración/consolidación,Investigado,,Fiscal,Fallo: con responsabilidad fiscal,Contraloría General de la República,2013
25,"2014, San José de Uré,Córdoba, Corrupción Política , captura de alcaldesa encargada",Ante la duda..,1764,597,-75.54124150268547,7.7834331813001265,"En 2014, la alcaldesa encargada (en reemplazo del alcalde del periodo 2011-2014) de San José de Uré habría presentado vínculos con el Clan Úsuga, banda criminal que habría financiado su campaña. En 2014 la Fiscalía de Medellín capturó a la alcaldesa acusada de presunto concierto para delinquir. A dos días de su captura, la Fiscalía no presentó suficientes argumentos para vincular a la alcaldesa con grupos armados ilegales y fue dejada en libertad.",,,3,2,1,2017-07-19T14:19:04Z,2014-12-20T05:00:00Z,1,1,capturada alcaldesa encargada de San José de Uré por supuestos nexos con el Clan Úsuga,1,1,0,,Ante la duda..,capturada alcaldesa encargada de San José de Uré por supuestos nexos con el Clan Úsuga,125. 28. 77,Clan Úsuga. Lourdes Acosta Urzola,Actor involucrado. Actor de Conocimiento,Servidores públicos,Grupos armados ilegales. Entidades del Estado.,Clan Úsuga. Alcaldía de San José de Uré,Alcaldesa encargada,Rama Judicial. Rama Ejecutiva,0. 1,,SAN JOSE DE URE,23682,CORDOBA,23000,Electoral,,2014,2014,"Amiguismo y clientelismo,Ausencia o debilidad de medidas y/o políticas de conflictos de interés,Bajos estándares éticos",,Corrupción Política,,Concierto para delinquir,Territorios de concentración/consolidación,Absuelto,,Penal,Fallo: absolución,Fiscalía General de la Nación,2014
250,"2002-2003 , Sucre, Corrupción Administrativa, captura Francisco Zuccardi",En modo ladrón,,609,-74.68757743359379,8.967294347882342,"Entre 2002 y 2003, Francisco Zuccardi Porras, director del Instituto Colombiano para la Reforma Agraria (INCORA) de la época, junto con José Paternina Lara, secretario de la entidad en la época, adjudicaron de manera irregular el predio ""Pertenencia"", cuyos dueños habían sido víctimas de desplazamiento forzado. Tanto Zuccardi como Paternina elaboraron documentos de adjudicación fraudulentos para despojar a los dueños originales. El caso llegó al Tribunal Superior de Cartagena, el cual solicitó investigar la actuación ilegal de los involucrados. En julio de 2016 fueron capturados Zuccardi, Paternina y José Rodríguez Rebollo, quien figuraba como uno de los adjudicatarios de los predios. La Fiscalía investigó a Zuccardi por los delitos de fraude procesar y prevaricato.",,,3,,1,2018-08-24T11:50:21Z,2016-07-29T05:00:00Z,1,1,"Fiscalía captura a Francisco Zuccardi, ex director del INCORA, por falsedad en documentos, fraude procesal y prevaricato",1,1,0,7,En modo ladrón,"Fiscalía captura a Francisco Zuccardi, ex director del INCORA, por falsedad en documentos, fraude procesal y prevaricato",1367. 1369,Francisco  Zuccardi Porras. José  Paternina Lara,Actor involucrado,Servidores públicos,,Instituto Colombiano para la Reforma Agraria - Incora,Director. Secretario,,0,,,,SUCRE,70000,Agricultura y desarrollo rural,,2002,2003,"Bajos estándares éticos,Extralimitación de funciones",Otros procesos administrativos,Captura del Estado,,"Fraude procesal,Prevaricato",Territorios de concentración/consolidación,Condenado penalmente. Capturado,Recluido en Cárcel de Corozal,Penal,Fallo: culpable,Fiscalía General de la Nación,2016
251,"2008, Sucre, Corrupción Administrativa, Secretario Privado de la Gobernación de Sucre",¡Con sentimiento!,,609,-74.97322196484379,8.995779853863542,"En 2008, la Gobernación de Sucre, en cabeza de Enrique Fadul Jattin, secretario privado de la gobernación al momento de los hechos, celebró un contrato con la Fundación Amigos de la Mojana (Funamo), cuyo objeto era la capacitación de personas desplazadas por la violencia que habían llegado a Sincelejo. El contrato, por un valor de 23 millones de pesos, debía ser ejecutado en tres meses, tiempo en el que se capacitarían a las familias desplazadas sobre temas de convivencia pacífica y autogestión. Sin embargo, denuncias ciudadanas indicaron que con ese dinero se financió una parranda vallenata que se llevó a cabo el 2 de enero de 2009. Además, una investigación realizada por la Procuraduría General de la Nación comprobó que la Fundación no tenía experiencia en este tipo de capacitaciones por lo cual no podía cumplir a cabalidad con el objeto del contrato. Por este hecho, en 2011 le fueron imputados cargos a Fadul Jattin.",23000000,,3,,1,2018-09-12T16:08:31Z,2011-04-29T05:00:00Z,1,1,"Enrique Fadul Jattin, secretario Privado de la Gobernación de Sucre, financió parranda vallenata con dineros destinados a desplazados.",0,1,0,1,¡Con sentimiento!,"Enrique Fadul Jattin, secretario Privado de la Gobernación de Sucre, financió parranda vallenata con dineros destinados a desplazados.",1300,Enrique  Fadul Jattin,Actor involucrado,Servidores públicos,,Gobernación de Sucre,Secretario privado de la Gobernación,Rama Ejecutiva,0,,,,SUCRE,70000,Otros,,2008,2008,Bajos estándares éticos,Contratación pública,Corrupción Administrativa,,,Territorios de concentración/consolidación,Sancionado disciplinariamente,,Disciplinaria,Formulación de imputación,Procuraduría General de la Nación,2011
253,"2008-2009, Bolívar, Corrupción Administrativa, Destitución Gobernador de Bolívar (2008-2011)",Facturas embolatadas,,591,-74.44749266874999,8.827886228413758,"Entre enero de 2008 y agosto de 2009, el entonces gobernador de Bolívar Joaco Berrío Villareal (2008-2011) suscribió contratos de salud para prestar servicios de mediana y alta complejidad a los habitantes del departamento que no estaban cubiertos con el subsidio a la demanda. La Superintendencia Nacional de Salud comprobó irregularidades en los contratos, en especial aquellas relacionadas con facturas de pago pendientes en la Secretaría de Salud. Por estos hechos, en mayo de 2010, la Procuraduría General de la Nación destituyó e inhabilitó por 12 años al gobernador por omitir el deber inmediato de atender la salud pública en el departamento.",,,3,,1,2017-07-19T09:55:53Z,2010-02-26T05:00:00Z,1,1,Destituyen al gobernador Joaco Berrío Villareal por suscribir contratos de salud de manera irregular,0,0,0,7,Facturas embolatadas,Destituyen al gobernador Joaco Berrío Villareal por suscribir contratos de salud de manera irregular,1417,Joaco  Berrío Villareal,Actor involucrado,Autoridad electa por votación popular,,Gobernación de Bolívar,Gobernador (2008-2011),Rama Ejecutiva,1,Partido Cambio Radical,,,BOLIVAR,13000,Salud,,2008,2009,Ausencia o debilidad de procesos y procedimientos para la gestión administrativa y misional,Contratación pública,Corrupción Administrativa,,,Territorios de concentración/consolidación,Sancionado disciplinariamente,Destituido en Inhabilitado por 12 años,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2010
254,"2007, Bolívar, Corrupción Administrativa, destituido gobernador de Bolívar (2003-2007)",Ola de despilfarro,,591,-75.32639891874999,10.474114132530449,"En junio y diciembre de 2007, con motivo de la ola invernal, Libardo Simancas Torres, gobernador de Bolívar entre 2003 y 2007, celebró siete contratos por más de 3.900 millones de pesos para adquirir mercados y elementos de aseo con dos contratistas que no tenían infraestructura ni experiencia para ejecutar el contrato, dirigido a superar la crisis de la ola invernal en el departamento. Por estos hechos, en 2012, la Procuraduría General formuló pliego de cargos al gobernador por no adoptar las medidas necesarias para que los contratos se cumplieran de manera adecuada. En septiembre de 2014, la Contraloría Departamental de Bolívar reanudó el proceso contra el mandatario al imputarle cargos por daños al patrimonio y recursos de la Gobernación de Bolívar por 1.072 millones de pesos.",3900000000,1072000000,3,,1,2017-07-19T09:57:01Z,2014-09-09T05:00:00Z,1,1,"Destituido Libardo Simancas Torres, gobernador de Bolívar entre 2003 y 2007, por celebrar contratos de manera irregular",0,0,0,4,Ola de despilfarro,"Destituido Libardo Simancas Torres, gobernador de Bolívar entre 2003 y 2007, por celebrar contratos de manera irregular",1418,Libardo  Simancas Torres,Actor involucrado,Autoridad electa por votación popular,,Gobernación de Bolívar,Gobernador (2003-2007),Rama Ejecutiva,1,Partido Liberal Colombiano,,,BOLIVAR,13000,Salud,,2007,2007,"Bajos estándares éticos,Extralimitación de funciones",Contratación pública,Corrupción Administrativa,,,Territorios de concentración/consolidación,Imputado,imputación de cargos por daño al patrimonio,Fiscal,Formulación de imputación,Contraloría Departamental de Bolívar,2014
255,"2010, Bolívar, Corrupción Administrativa, Investigado Gobernador Encargado",Lo salvó la campana,,591,-75.18906981718749,10.393079083704926,"En 2010 Jorge Mendoza Diago, gobernador encargado de Bolívar, habría cometido irregularidades en las etapas precontractual y contractual de cinco licitaciones con varias fundaciones y organizaciones que prestaron servicios educativos en municipios de Bolívar sin cumplir con todos requisitos legales. Los contratos ascendían a un monto de 5 mil millones de pesos. Por estas presuntas irregularidades, en 2014 la Procuraduría formuló cargos en contra del gobernador. Sin embargo en 2015 el proceso disciplinario prescribió y no le fue impuesta sanción alguna por los hechos.",5000000000,,3,,1,2017-07-19T09:58:02Z,2014-03-04T05:00:00Z,1,1,"Jorge Mendoza Diago, gobernador encargado de Bolívar , fue investigado por contrataciones irregulares pero no recibió ninguna sanción.",0,1,0,4,Lo salvó la campana,"Jorge Mendoza Diago, gobernador encargado de Bolívar , fue investigado por contrataciones irregulares pero no recibió ninguna sanción.",1348,Jorge Luis  Mendoza Diago,Actor involucrado,Servidores públicos,,Gobernación de Bolívar,Gobernador encargado (Septiembre - Noviembre 2009),Rama Ejecutiva,1,Partido Cambio Radical,,,BOLIVAR,13000,Educación,,2010,2010,"Bajos estándares éticos,Extralimitación de funciones",Contratación pública,Corrupción Administrativa,,,Territorios de concentración/consolidación,Absuelto,,Disciplinaria,Fallo: absolución,Procuraduría General de la Nación,2015
256,"2015, Bolívar, corrupción política, Concejal de Bolívar -fraude electoral","“Amigo, cuánto tienes, cuánto vales..”",,591,-75.48844725859374,10.37214160566562,"En 2015 Jorge Useche, candidato al concejo de Cartagena por el partido Conservador, pagó alrededor de 150 millones de pesos a la Comisión Escrutadora Departamental para obtener su curul. La investigación realizada por la Fiscalía permitió conocer que los resultados iniciales otorgaron a la lista del Partido Conservador cinco escaños, siendo el quinto para Rodrigo Reyes Pereira, quien logró 35 votos más que Useche. Este último no aceptó el resultado y mediante el pago acordado pudo obtener su escaño. En 2016 fue capturado el concejal junto con Jorge Correa Rosales , tío del concejal y exdirector del Departamento de Salud Distrital; Patricia Jiménez Masa y Humberto Ceballos, miembros de la Registraduría Especial del Estado Civil de Cartagena; el presidente de la Comisión Escrutadora de Bolívar, Alfonso Camerano; y el abogado Jorge Restrepo Name, como presunto intermediario. En febrero de 2017, El Tribunal Administrativo de Bolívar decidió en primera instancia cancelar la credencial que la Comisión Escrutadora le entregó a Useche Correa en 2015.",150000000,,3,,1,2018-11-22T12:01:41Z,2017-02-22T05:00:00Z,1,1,El Tribunal Administrativo de Bolívar cancela la credencial del concejal Jorge Useche Correa por fraude electoral,0,1,0,2,"“Amigo, cuánto tienes, cuánto vales..”",El Tribunal Administrativo de Bolívar cancela la credencial del concejal Jorge Useche Correa por fraude electoral,1310. 1311. 1308. 1307. 1309. 1826,Alfonso Javier  Camerano Fuentes. Humberto Carlos  Ceballos. Jorge  Correa Rosales. Jorge  Restrepo Name. Patricia  Jiménez Massa. Jorge Useche Correa,Actor involucrado,Servidores públicos. Autoridad electa por votación popular,,Registraduría Departamental de Bolívar. Hospital de Bocagrande -Cartagena. Sena - Regional Atlántico. Concejo Distrital de Cartagena,Presidente de la Comisión Escrutadora Departamental. Registrador Departamental. Director. Registradora delegada. Concejal distrital (2016-2017),Órganos electorales.  Corporación Político-Administrativa,0,Partido Conservador Colombiano,,,BOLIVAR,13000,Electoral,,2015,2015,Bajos estándares éticos,,Corrupción Política,,Cohecho,Territorios de concentración/consolidación,Capturado,,Penal,Formulación de imputación,Fiscalía General de la Nación,2016. 2017
257,"2007-2017, Bolívar, Corrupción Administrativa, Corrupción en Reficar",El robo del siglo,,591,-73.35931049999999,5.5317944,"En 2007, en el marco de la modernización de la Refinaría de Cartagena (Reficar), la firma estadounidense Chicago, Bridge & Iron (CB&I) asumió la construcción e ingeniería de esta obra, estimada en 2009 en 3.777 millones de dólares. Sin embargo en 2012 este valor subió a 5.148 millones; en 2013, a 6.092 millones y finalmente toda su construcción costo 8.016 millones de dólares. Mediante una investigación realizada por la Contraloría General de la República, se encontraron 36 hallazgos fiscales por valor de 8.5 billones de pesos en donde se demostró que la firma CB&I no contaba con la experiencia necesaria para la ejecución de este tipo proyectos, mostrando falta de planeación y construcción. Dentro de las irregularidades se encontraron pagos de llamadas telefónicas, costos de minibar, gastos que eran no reembolsables, pagos excesivos en baños portátiles, buses a los que no se les daba uso, andamios por 135 millones de pesos entre otros. Finalmente la Contraloría evidenció que la obra se había incrementado en 4.023 millones de dólares y fue entregada tres años después en 2015, cuando debía culminar en 2012. La investigación de este hecho continúa en curso por parte de la Contraloría y la Fiscalía.",8500000000000,,3,,1,2017-07-19T10:04:36Z,2017-01-24T05:00:00Z,1,1,Escandalosos sobrecostos en la modernización de la refìnería de Cartagena (Reficar),0,1,0,6,El robo del siglo,Escandalosos sobrecostos en la modernización de la refìnería de Cartagena (Reficar),1327. 1326. 1324,"Chicago Bridge & Iron Company, CBI. Ecopetrol. Refinería de Cartagena - Reficar",Actor involucrado,,Tercer sector,Chicago Bridge & Iron Company. Ecopetrol. Refinería de Cartagena - Reficar,,,0,,,,BOLIVAR,13000,Minas y Energía,,2007,2017,"Ausencia o debilidad de procesos y procedimientos para la gestión administrativa y misional,Baja cultura del control institucional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,,Detrimento patrimonial,Territorios de concentración/consolidación,Investigado,,Fiscal,Investigación,Contraloría General de la República,2017
